state,account_length,area_code,phone_number,intl_plan,voice_mail_plan,total_day_calls,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churned
OR,67,415, 385-7814,no,no,118,185.2,94,15.74,193.6,112,8.71,8.1,3,2.19,3,False
MA,65,408, 400-9082,no,no,71,168.3,119,14.31,139.9,119,6.3,6.6,6,1.78,2,False
IA,21,408, 368-5621,no,no,79,186.9,75,15.89,194.2,105,8.74,12.1,1,3.27,0,False
VA,72,510, 355-3803,no,no,92,306.4,100,26.04,140.3,90,6.31,12.9,6,3.48,0,False
WV,176,510, 382-4771,no,no,111,306.6,64,26.06,207.9,98,9.36,9.5,2,2.57,7,True
TX,150,408, 340-6060,no,yes,157,168.7,91,14.34,199.4,112,8.97,9.7,1,2.62,2,False
IL,108,510, 379-5017,yes,no,68,143.8,94,12.22,238.7,101,10.74,8.9,1,2.4,1,True
RI,129,510, 347-2422,no,yes,91,183.1,102,15.56,240.3,65,10.81,12.9,3,3.48,1,False
WA,73,510, 335-6557,yes,no,108,285.9,121,24.3,219.0,102,9.86,12.8,5,3.46,1,False
DE,90,415, 408-8957,no,no,75,122.9,96,10.45,252.6,100,11.37,9.2,2,2.48,0,False
NV,105,408, 379-9438,no,no,103,140.3,91,11.93,140.2,106,6.31,13.9,1,3.75,1,False
MO,115,408, 329-5668,no,no,81,195.7,91,16.63,190.1,66,8.55,11.7,6,3.16,1,False
OH,82,415, 417-3313,no,no,114,163.7,97,13.91,192.8,79,8.68,9.3,4,2.51,7,False
NH,131,415, 372-1849,no,no,134,162.7,88,13.83,279.4,90,12.57,8.9,7,2.4,4,False
ME,77,415, 402-6363,no,no,117,175.4,81,14.91,171.5,105,7.72,13.4,3,3.62,0,False
NH,201,510, 402-7349,no,no,61,237.3,124,20.17,290.2,99,13.06,13.4,4,3.62,3,False
NC,139,415, 414-2751,yes,no,101,266.7,75,22.67,207.9,95,9.36,9.0,3,2.43,3,False
KY,94,408, 351-9450,no,no,93,237.9,100,20.22,227.1,59,10.22,11.4,3,3.08,1,False
UT,95,415, 330-9197,no,no,99,167.0,75,14.2,190.7,125,8.58,13.2,4,3.56,1,False
NV,138,408, 367-8176,no,no,82,242.4,103,20.6,244.4,89,11.0,10.3,7,2.78,2,False
VT,105,415, 409-7971,no,no,111,134.4,109,11.42,260.8,69,11.74,5.7,7,1.54,1,False
ME,81,415, 333-6788,yes,no,76,276.4,122,23.49,239.5,112,10.78,11.4,5,3.08,1,True
ME,127,510, 386-3651,no,no,137,144.7,119,12.3,96.0,109,4.32,8.6,4,2.32,2,False
PA,84,415, 417-3884,no,no,114,231.4,113,19.67,274.0,112,12.33,9.6,4,2.59,0,False
MI,47,510, 395-9771,no,yes,101,174.9,74,14.87,146.4,91,6.59,10.9,3,2.94,2,False
MN,128,510, 405-8341,yes,no,96,136.6,86,11.61,151.8,75,6.83,13.5,4,3.65,1,True
SD,39,408, 397-7074,no,no,88,148.2,124,12.6,146.8,116,6.61,8.8,4,2.38,2,False
KY,76,510, 345-1157,no,no,94,169.6,62,14.42,160.4,103,7.22,13.7,9,3.7,0,True
SC,95,415, 358-4181,no,no,98,88.5,107,7.52,166.2,105,7.48,11.9,3,3.21,2,False
WA,82,415, 379-8644,no,no,110,263.2,104,22.37,139.0,93,6.26,7.5,5,2.03,1,True
KY,167,408, 358-4969,no,no,66,80.9,102,6.88,221.6,116,9.97,11.2,5,3.02,1,False
PA,104,415, 331-9374,no,no,102,176.3,114,14.99,222.2,84,10.0,13.0,3,3.51,0,False
VA,136,415, 416-6760,no,no,92,219.4,109,18.65,188.1,67,8.46,12.3,4,3.32,2,False
UT,83,510, 341-7855,no,yes,85,249.2,114,21.18,93.5,89,4.21,10.2,7,2.75,0,False
DC,78,415, 387-4090,yes,no,107,179.4,98,15.25,178.2,80,8.02,16.6,5,4.48,2,True
MA,135,415, 329-4175,no,yes,102,206.4,78,17.54,196.6,104,8.85,9.4,6,2.54,0,False
LA,79,408, 348-3694,no,no,88,197.0,94,16.75,87.0,103,3.92,8.6,6,2.32,3,False
VA,133,415, 368-5606,no,no,64,177.1,83,15.05,223.0,96,10.04,10.3,4,2.78,1,False
MI,76,415, 403-7877,no,yes,58,221.9,101,18.86,211.2,104,9.5,12.3,4,3.32,1,False
MI,216,408, 333-1633,no,no,106,191.1,71,16.24,224.9,79,10.12,9.4,8,2.54,3,False
CT,73,510, 418-7248,no,no,123,233.3,95,19.83,178.9,155,8.05,15.2,3,4.1,2,False
NH,183,408, 409-4681,no,yes,103,184.4,79,15.67,203.3,94,9.15,7.2,3,1.94,3,False
AL,106,415, 394-5644,no,no,123,276.8,92,23.53,213.5,99,9.61,9.0,3,2.43,0,False
MD,78,510, 349-6098,no,no,96,196.1,92,16.67,102.4,95,4.61,11.0,1,2.97,6,False
ND,109,415, 396-4269,no,no,105,348.9,107,29.66,233.2,150,10.49,7.5,5,2.03,1,False
RI,90,510, 420-6843,no,no,98,196.1,111,16.67,216.4,58,9.74,8.0,6,2.16,2,False
NY,112,415, 398-5465,no,yes,94,79.5,104,6.76,214.0,94,9.63,8.7,1,2.35,1,False
OH,92,415, 354-4763,no,no,90,148.1,105,12.59,241.3,93,10.86,8.4,1,2.27,2,False
WV,35,408, 351-6644,no,no,82,176.1,78,14.97,132.6,85,5.97,12.0,5,3.24,1,False
OK,28,408, 397-8771,no,no,70,206.9,90,17.59,167.9,88,7.56,13.8,3,3.73,1,False
WI,93,415, 398-3969,no,no,109,114.2,68,9.71,241.0,109,10.85,7.1,2,1.92,0,False
OH,26,510, 384-7156,no,no,63,225.0,90,19.13,202.3,99,9.1,9.2,5,2.48,3,False
OK,33,415, 396-3744,yes,no,114,146.5,110,12.45,208.9,94,9.4,10.6,2,2.86,4,True
PA,120,408, 333-1826,no,no,75,244.4,105,20.77,211.2,91,9.5,11.4,5,3.08,2,False
KS,124,415, 360-8501,no,no,102,238.9,91,20.31,279.4,94,12.57,11.6,3,3.13,2,False
SD,56,415, 350-5398,no,no,115,159.0,64,13.52,245.7,99,11.06,10.1,4,2.73,1,False
UT,39,408, 354-2301,no,no,81,247.7,131,21.05,215.7,141,9.71,9.9,9,2.67,1,False
IN,158,408, 328-9030,no,no,123,262.2,122,22.29,219.8,111,9.89,12.4,5,3.35,1,False
NH,106,510, 405-5431,no,no,116,259.1,115,22.02,214.2,111,9.64,9.6,13,2.59,1,False
IA,52,510, 379-9498,no,yes,86,168.7,124,14.34,245.4,75,11.04,14.6,2,3.94,1,False
WA,112,408, 418-1678,no,no,112,226.3,85,19.24,115.2,108,5.18,11.1,6,3.0,1,False
ND,148,408, 373-1437,yes,no,112,197.5,134,16.79,93.2,90,4.19,10.3,5,2.78,2,False
AL,12,408, 376-2803,no,no,112,221.1,122,18.79,207.3,109,9.33,11.1,3,3.0,2,False
TX,109,510, 412-8992,yes,no,136,151.0,126,12.84,142.1,53,6.39,7.3,4,1.97,4,True
CT,142,510, 334-6492,no,yes,125,174.8,121,14.86,171.2,87,7.7,12.4,2,3.35,4,False
OR,60,510, 364-8778,no,no,95,212.6,122,18.07,177.1,103,7.97,7.9,1,2.13,3,False
AK,141,408, 421-9683,no,yes,122,132.3,108,11.25,137.1,81,6.17,5.6,2,1.51,2,False
IN,168,415, 407-5054,no,no,110,185.2,120,15.74,120.2,104,5.41,9.1,4,2.46,1,True
NY,138,415, 411-2289,yes,no,96,170.9,120,14.53,71.1,89,3.2,0.0,0,0.0,3,True
WY,88,415, 359-2149,no,no,92,205.8,73,17.49,247.9,119,11.16,9.8,5,2.65,1,False
WI,119,415, 369-1757,no,no,126,143.6,107,12.21,94.9,123,4.27,12.1,5,3.27,1,False
DE,31,408, 387-5176,no,no,120,172.4,79,14.65,243.6,102,10.96,11.0,4,2.97,3,False
TN,102,408, 408-7260,no,no,83,47.3,102,4.02,160.4,92,7.22,11.4,5,3.08,0,False
DC,149,415, 420-3480,no,yes,109,167.3,89,14.22,171.6,100,7.72,10.7,3,2.89,1,True
TX,138,415, 343-5445,no,no,73,190.8,127,16.22,133.5,97,6.01,5.2,3,1.4,4,False
DC,118,415, 352-7986,no,no,128,241.0,93,20.49,211.1,108,9.5,12.5,4,3.38,0,False
TN,222,408, 372-2527,no,yes,89,160.7,76,13.66,181.6,76,8.17,4.9,5,1.32,4,False
MI,130,415, 412-2578,no,no,76,274.8,103,23.36,194.7,105,8.76,12.3,1,3.32,0,False
WA,60,415, 379-2554,no,yes,83,235.6,77,20.03,153.0,119,6.89,4.7,8,1.27,4,False
ME,90,415, 380-7206,no,no,104,313.9,124,26.68,227.9,128,10.26,8.2,2,2.21,1,False
DE,140,415, 333-5541,no,no,100,193.4,89,16.44,59.5,81,2.68,12.3,8,3.32,4,True
CO,101,415, 411-2995,no,yes,105,168.8,96,14.35,165.3,118,7.44,13.0,4,3.51,1,False
NJ,134,415, 411-3547,no,yes,75,97.5,103,8.29,211.6,80,9.52,10.7,5,2.89,2,False
OK,88,408, 370-6858,yes,no,132,208.2,82,17.7,260.5,42,11.72,14.4,11,3.89,2,True
VA,118,408, 416-5528,no,no,110,53.2,92,4.52,130.7,119,5.88,10.5,4,2.84,0,False
TN,93,415, 329-9685,no,yes,103,257.7,72,21.9,218.4,114,9.83,7.2,6,1.94,1,False
HI,232,415, 364-3035,no,no,128,211.2,96,17.95,147.1,117,6.62,10.0,6,2.7,2,False
PA,137,415, 384-7646,no,yes,88,243.8,118,20.72,259.7,103,11.69,12.2,3,3.29,3,False
WY,3,415, 329-3501,no,yes,102,209.5,83,17.81,182.3,99,8.2,6.4,4,1.73,0,False
RI,137,415, 418-2068,no,no,104,189.4,96,16.1,214.4,83,9.65,14.8,4,4.0,3,False
RI,42,415, 364-7547,no,no,81,178.3,106,15.16,184.6,90,8.31,12.7,5,3.43,0,False
MD,58,408, 359-1487,no,no,113,217.4,115,18.48,139.7,92,6.29,9.8,5,2.65,3,False
IL,233,408, 390-2383,no,no,94,232.4,87,19.75,206.0,105,9.27,9.8,4,2.65,1,False
KY,55,415, 368-8579,no,yes,89,228.7,141,19.44,313.4,121,14.1,19.7,2,5.32,1,False
OH,69,510, 366-8322,no,no,88,231.8,87,19.7,211.7,116,9.53,8.6,9,2.32,1,False
VA,100,415, 373-7819,no,no,151,290.8,127,24.72,186.7,105,8.4,10.2,9,2.75,1,False
MT,111,415, 418-1655,no,no,82,178.9,101,15.21,181.5,90,8.17,8.9,4,2.4,0,False
PA,86,510, 380-6554,no,no,79,90.9,145,7.73,152.3,67,6.85,11.9,3,3.21,2,False
NE,105,510, 411-7944,no,no,99,153.1,79,13.01,227.9,98,10.26,10.8,5,2.92,1,False
GA,111,408, 365-4106,yes,no,102,249.1,102,21.17,153.3,66,6.9,8.8,4,2.38,2,False
ME,75,408, 368-7933,no,no,59,142.8,107,12.14,291.6,109,13.12,8.5,5,2.3,0,False
OH,95,510, 372-6246,no,yes,120,159.8,68,13.58,214.4,83,9.65,12.6,4,3.4,4,True
ID,137,510, 348-6721,no,no,97,132.0,76,11.22,250.9,94,11.29,9.2,4,2.48,4,False
KS,116,408, 406-5281,yes,no,98,244.7,91,20.8,151.3,69,6.81,10.6,1,2.86,7,True
TN,125,415, 386-3025,no,no,96,159.7,117,13.57,212.7,91,9.57,7.7,3,2.08,2,False
WA,65,415, 351-4517,no,no,74,205.3,90,17.45,228.2,78,10.27,8.5,13,2.3,3,False
IN,55,415, 350-4256,no,yes,99,250.9,109,21.33,284.6,89,12.81,11.7,3,3.16,0,False
MA,86,408, 392-4995,no,no,106,223.5,115,19.0,94.7,12,4.26,13.3,1,3.59,2,False
VT,100,510, 367-3275,no,no,97,262.0,88,22.27,256.3,82,11.53,13.6,6,3.67,0,True
IL,70,408, 403-6877,no,no,85,119.2,93,10.13,227.7,90,10.25,8.7,5,2.35,1,False
ID,67,415, 350-2332,no,no,111,206.4,87,17.54,157.3,101,7.08,5.8,10,1.57,3,False
DE,50,510, 377-8126,no,yes,75,244.8,74,20.81,216.9,101,9.76,13.2,3,3.56,2,False
AK,42,415, 375-4450,no,no,129,183.9,96,15.63,130.2,90,5.86,4.6,6,1.24,0,False
RI,76,510, 379-5420,no,yes,85,119.3,95,10.14,140.5,83,6.32,10.3,1,2.78,2,False
MO,103,415, 405-6350,no,yes,92,204.2,99,17.36,297.0,82,13.37,12.7,9,3.43,5,False
NE,90,415, 363-2674,no,no,108,232.8,150,19.79,198.1,78,8.91,8.9,3,2.4,0,False
FL,66,510, 417-3093,no,no,112,271.8,106,23.1,216.7,95,9.75,15.6,3,4.21,2,False
MI,22,408, 403-8383,no,no,65,207.0,106,17.6,182.8,111,8.23,8.3,6,2.24,1,False
IA,67,408, 340-6397,no,no,102,215.2,123,18.29,132.4,120,5.96,6.6,4,1.78,4,True
PA,147,510, 416-8652,no,yes,123,199.2,81,16.93,212.9,77,9.58,8.9,4,2.4,2,False
AR,57,415, 349-8594,no,yes,99,134.5,105,11.43,261.7,95,11.78,13.0,5,3.51,2,False
KY,7,510, 335-4379,no,yes,99,170.9,110,14.53,244.2,125,10.99,11.2,4,3.02,2,False
MN,85,415, 400-8619,no,no,113,237.3,116,20.17,122.7,110,5.52,12.9,3,3.48,4,False
TX,92,510, 337-6212,no,no,86,107.6,79,9.15,156.6,121,7.05,7.5,4,2.03,1,False
HI,92,510, 386-5996,no,no,105,164.0,129,13.94,233.3,113,10.5,9.9,8,2.67,1,False
WY,116,415, 347-8258,no,yes,95,174.4,101,14.82,190.0,65,8.55,9.9,1,2.67,3,False
WI,133,415, 373-1160,no,no,137,160.2,103,13.62,228.8,98,10.3,10.1,7,2.73,2,False
NV,134,408, 380-4150,no,no,146,220.0,116,18.7,149.8,108,6.74,7.2,3,1.94,2,False
DC,19,415, 330-8787,no,no,131,201.3,87,17.11,188.9,114,8.5,13.1,10,3.54,1,False
IL,66,415, 369-6042,no,yes,106,267.9,108,22.77,172.6,100,7.77,9.7,5,2.62,1,False
MS,65,510, 372-3670,no,no,113,151.7,106,12.89,208.9,94,9.4,12.6,3,3.4,3,False
WV,104,415, 344-8759,no,no,91,227.3,115,19.32,198.5,79,8.93,12.7,10,3.43,2,False
WY,140,408, 380-9660,no,no,106,175.7,125,14.93,214.1,87,9.63,12.4,9,3.35,3,False
MA,102,510, 338-1968,no,no,82,170.9,83,14.53,310.9,112,13.99,9.8,1,2.65,2,False
OR,101,415, 341-4332,yes,no,117,212.0,111,18.02,204.0,120,9.18,9.7,1,2.62,0,True
ME,62,510, 400-6094,no,no,100,228.4,91,19.41,217.1,77,9.77,6.3,5,1.7,0,False
AR,115,415, 353-5289,no,yes,67,159.4,104,13.55,193.3,121,8.7,13.3,3,3.59,0,False
LA,111,408, 339-3672,no,yes,122,207.3,123,17.62,186.2,105,8.38,10.8,8,2.92,1,False
MD,119,415, 404-6427,no,no,125,286.3,91,24.34,208.6,73,9.39,8.1,4,2.19,2,False
NJ,121,415, 377-6036,no,no,114,138.8,130,11.8,215.3,108,9.69,10.4,10,2.81,2,False
MT,108,415, 401-7439,no,no,128,325.2,97,27.64,173.6,67,7.81,9.3,6,2.51,0,False
MD,63,415, 347-4928,no,yes,82,165.6,96,14.08,227.7,125,10.25,9.0,2,2.43,1,False
CT,59,415, 368-4117,no,yes,44,126.0,78,10.71,146.3,123,6.58,10.6,5,2.86,1,False
OH,82,415, 393-4707,no,no,95,228.9,95,19.46,187.7,100,8.45,13.2,2,3.56,1,False
NJ,126,415, 373-7804,no,no,83,192.9,133,16.4,246.9,50,11.11,7.3,3,1.97,4,False
NV,110,510, 417-4285,no,no,94,92.6,96,7.87,154.3,110,6.94,9.9,5,2.67,3,False
KS,85,408, 408-7909,no,no,111,229.4,108,19.5,220.7,105,9.93,9.3,2,2.51,1,False
TX,46,415, 399-5167,no,no,117,186.2,84,15.83,182.2,109,8.2,9.2,4,2.48,2,False
MN,44,408, 375-8931,no,no,90,178.6,76,15.18,182.0,74,8.19,0.0,0,0.0,0,False
MT,171,408, 418-2321,no,no,99,249.2,95,21.18,174.9,81,7.87,12.5,4,3.38,1,False
AK,88,415, 395-8865,no,yes,88,237.4,106,20.18,209.1,111,9.41,9.5,5,2.57,2,False
HI,169,408, 369-6323,no,no,119,141.1,102,11.99,120.6,56,5.43,7.7,2,2.08,2,False
TX,48,510, 361-1256,no,no,108,181.0,70,15.39,238.9,86,10.75,12.1,2,3.27,1,False
ID,65,408, 380-3141,no,no,95,117.0,82,9.95,172.9,114,7.78,6.7,3,1.81,3,False
WY,81,415, 367-8066,no,no,109,170.6,96,14.5,205.0,74,9.23,9.9,4,2.67,0,False
KY,53,510, 340-9715,no,no,75,224.5,111,19.08,187.4,84,8.43,9.7,6,2.62,1,False
AR,72,415, 388-7231,no,yes,68,252.8,106,21.49,255.5,109,11.5,7.8,4,2.11,1,False
OR,100,510, 413-1858,no,no,98,212.4,73,18.05,264.5,90,11.9,7.9,3,2.13,2,False
MN,82,415, 416-9219,no,no,105,210.9,100,17.93,236.9,143,10.66,11.6,3,3.13,3,False
HI,71,415, 341-2862,no,no,108,240.7,82,20.46,151.1,124,6.8,8.1,7,2.19,3,False
LA,103,415, 356-5066,no,no,129,205.0,87,17.43,141.3,99,6.36,9.9,2,2.67,1,False
RI,87,415, 375-8229,no,no,46,215.6,116,18.33,170.4,79,7.67,13.2,3,3.56,1,False
MD,116,408, 342-7953,no,no,107,249.4,89,21.2,229.6,77,10.33,9.0,18,2.43,2,True
MS,140,415, 397-8357,no,no,100,147.6,89,12.55,247.7,94,11.15,10.7,3,2.89,1,False
TN,93,408, 396-3138,no,no,135,318.7,95,27.09,131.5,104,5.92,11.5,4,3.11,3,False
ID,90,415, 366-8053,no,no,140,124.0,119,10.54,188.3,79,8.47,12.8,3,3.46,0,False
GA,130,415, 412-6048,no,no,91,191.0,62,16.24,207.3,109,9.33,11.6,3,3.13,1,False
KS,121,408, 390-1385,yes,no,87,225.3,114,19.15,156.2,113,7.03,10.4,3,2.81,2,False
HI,47,510, 376-9305,yes,no,108,176.3,111,14.99,144.6,96,6.51,10.5,1,2.84,1,True
WV,94,415, 356-3006,yes,yes,90,122.5,99,10.41,197.7,110,8.9,7.0,3,1.89,0,False
MS,76,408, 354-7765,no,no,82,200.8,109,17.07,135.9,79,6.12,14.4,3,3.89,0,False
MS,69,510, 408-8444,no,no,105,121.5,142,10.33,209.3,83,9.42,16.0,2,4.32,1,False
SC,117,415, 349-3633,no,yes,100,209.7,107,17.82,202.5,101,9.11,12.4,5,3.35,1,False
KS,70,415, 331-5650,no,no,128,300.3,105,25.53,199.8,93,8.99,5.7,7,1.54,1,True
ID,130,415, 347-7259,no,no,98,120.2,116,10.22,160.4,113,7.22,14.5,2,3.92,3,False
AK,109,415, 372-8261,no,yes,110,161.2,99,13.7,229.2,81,10.31,11.5,13,3.11,0,False
MS,115,415, 390-2848,no,no,97,231.1,76,19.64,246.2,103,11.08,15.0,2,4.05,0,False
NY,114,408, 358-8220,no,no,152,215.9,76,18.35,96.9,111,4.36,7.9,10,2.13,2,False
OH,135,510, 406-5144,no,no,123,280.0,90,23.8,251.9,110,11.34,10.4,2,2.81,0,False
DE,79,415, 411-1626,no,yes,98,149.5,123,12.71,245.7,91,11.06,11.5,7,3.11,1,False
RI,123,408, 331-5631,no,no,102,225.8,56,19.19,186.7,128,8.4,6.7,2,1.81,1,False
NE,112,415, 333-4239,yes,no,123,141.9,124,12.06,136.4,72,6.14,7.9,6,2.13,1,False
HI,57,415, 331-6403,no,no,100,209.9,80,17.84,105.1,112,4.73,11.3,1,3.05,0,False
NM,143,415, 374-8632,no,no,67,189.1,155,16.07,101.1,55,4.55,17.2,5,4.64,1,False
UT,107,510, 413-7537,no,no,98,156.5,84,13.3,104.4,123,4.7,9.8,3,2.65,1,False
MD,103,415, 385-1733,yes,no,90,236.8,70,20.13,214.1,120,9.63,12.5,2,3.38,1,True
IA,157,415, 354-7711,no,no,113,251.8,79,21.4,262.7,46,11.82,7.5,3,2.03,5,True
KY,120,408, 390-4127,no,no,93,190.1,82,16.16,192.3,66,8.65,10.5,7,2.84,2,False
VT,81,415, 410-6815,yes,yes,80,221.0,113,18.79,291.4,91,13.11,12.4,5,3.35,1,False
NM,136,408, 394-2576,no,no,94,226.0,125,19.21,221.4,87,9.96,7.2,1,1.94,1,True
VT,83,510, 395-2817,no,yes,117,171.4,89,14.57,218.1,92,9.81,10.9,4,2.94,3,False
PA,137,415, 377-9045,no,no,63,250.4,108,21.28,159.1,94,7.16,9.6,4,2.59,1,False
VT,93,415, 338-2813,no,yes,95,155.5,89,13.22,179.0,90,8.06,10.4,9,2.81,3,False
OR,103,408, 412-4971,no,no,118,86.8,84,7.38,208.4,115,9.38,10.7,9,2.89,1,False
CA,96,415, 364-9028,no,no,88,109.2,86,9.28,190.2,78,8.56,16.6,7,4.48,2,False
NY,77,415, 384-2907,yes,no,86,168.1,121,14.29,196.3,102,8.83,7.8,3,2.11,0,False
MO,128,510, 366-5049,no,no,109,219.0,107,18.62,229.4,113,10.32,8.6,5,2.32,3,False
NM,116,510, 420-4140,no,no,81,200.0,116,17.0,168.6,74,7.59,15.8,7,4.27,1,False
MN,96,408, 381-5641,yes,no,119,216.9,100,18.44,208.5,116,9.38,5.8,3,1.57,3,False
CT,60,415, 404-3055,yes,yes,101,94.9,73,8.07,154.0,118,6.93,9.8,3,2.65,4,True
IA,105,408, 416-7924,yes,yes,103,113.6,102,9.66,261.6,104,11.77,10.8,4,2.92,2,False
AL,123,415, 406-8380,no,no,100,198.8,102,16.9,168.9,105,7.6,0.0,0,0.0,1,False
GA,84,408, 367-5128,no,no,81,188.4,84,16.01,260.0,125,11.7,4.7,6,1.27,1,False
NJ,107,510, 330-9351,no,no,75,215.3,93,18.3,118.2,115,5.32,8.8,2,2.38,1,False
CA,86,415, 358-7985,no,no,102,268.3,109,22.81,195.6,102,8.8,11.6,4,3.13,1,True
VT,115,415, 378-8317,no,no,95,231.6,89,19.69,214.6,165,9.66,13.1,7,3.54,1,False
TN,128,510, 331-6243,no,yes,112,239.9,111,20.39,257.3,124,11.58,11.6,2,3.13,1,False
SD,97,415, 379-7476,no,no,109,165.5,152,14.07,159.2,96,7.16,9.1,8,2.46,1,False
CO,90,415, 378-1408,no,no,82,193.3,105,16.43,149.7,68,6.74,11.2,6,3.02,1,False
KY,22,415, 349-6158,no,no,97,172.6,91,14.67,187.6,99,8.44,10.1,3,2.73,1,False
IA,121,415, 398-8927,no,no,96,263.1,106,22.36,201.5,83,9.07,10.8,3,2.92,1,True
CT,169,510, 377-9636,no,no,98,273.2,125,23.22,266.3,102,11.98,11.4,6,3.08,2,False
MA,83,510, 355-3062,no,no,81,145.5,100,12.37,185.6,86,8.35,9.4,6,2.54,0,False
NV,87,408, 407-8683,no,yes,91,246.8,106,20.98,262.4,119,11.81,9.0,8,2.43,1,False
VA,126,415, 405-7948,no,yes,82,167.6,51,14.25,222.0,89,9.99,7.4,3,2.0,1,False
NY,61,415, 396-2646,no,yes,97,175.6,133,14.93,177.0,83,7.97,9.5,4,2.57,1,False
MO,90,408, 398-4699,yes,no,87,208.5,87,17.72,146.0,95,6.57,4.4,5,1.19,2,False
FL,131,408, 387-9043,no,no,84,179.4,81,15.25,235.2,151,10.58,5.0,3,1.35,2,False
SC,89,415, 403-3235,no,no,126,207.0,108,17.6,141.6,121,6.37,11.1,4,3.0,1,False
IL,71,415, 409-2788,no,no,122,157.9,86,13.42,271.6,104,12.22,11.1,5,3.0,0,False
NE,166,415, 359-1645,no,no,117,242.8,73,20.64,203.3,130,9.15,10.0,8,2.7,4,False
AK,146,510, 405-1184,yes,no,85,224.8,149,19.11,253.1,116,11.39,9.8,4,2.65,1,False
TN,90,408, 399-4204,yes,no,94,221.1,108,18.79,110.7,106,4.98,11.2,3,3.02,2,False
NM,59,408, 401-3749,no,no,95,228.3,81,19.41,247.5,87,11.14,9.6,5,2.59,0,False
NV,25,415, 373-1739,no,no,108,221.9,97,18.86,208.5,84,9.38,11.1,3,3.0,2,False
UT,124,510, 337-1944,no,no,110,199.0,121,16.92,246.4,135,11.09,7.1,4,1.92,0,False
WV,105,510, 337-3453,no,no,83,193.8,83,16.47,214.3,113,9.64,11.7,4,3.16,3,False
IL,143,415, 381-7815,no,yes,133,247.0,136,21.0,227.3,54,10.23,13.0,3,3.51,1,False
MN,162,408, 400-8640,no,no,66,112.7,109,9.58,176.5,141,7.94,10.7,6,2.89,1,False
HI,56,415, 414-1854,no,no,85,197.9,91,16.82,159.9,133,7.2,7.7,7,2.08,1,False
DC,105,510, 404-2850,no,no,139,260.3,104,22.13,226.4,133,10.19,7.8,2,2.11,1,False
ID,73,510, 411-2117,no,yes,108,245.7,106,20.88,242.9,100,10.93,8.8,6,2.38,1,False
NC,54,408, 374-1411,no,no,94,308.0,112,26.18,162.6,99,7.32,10.1,4,2.73,0,False
AL,98,510, 410-4156,no,no,77,235.3,90,20.0,140.3,125,6.31,14.6,4,3.94,2,False
OR,100,415, 388-6108,no,yes,67,147.1,116,12.5,288.3,103,12.97,12.3,2,3.32,6,True
IL,107,408, 354-3963,no,no,90,214.2,123,18.21,183.1,79,8.24,10.5,4,2.84,4,False
WV,167,510, 413-2121,no,no,93,163.8,76,13.92,189.1,103,8.51,14.1,9,3.81,1,False
MN,49,415, 340-3837,no,no,86,188.8,85,16.05,155.1,82,6.98,8.5,2,2.3,2,False
LA,34,408, 351-3590,no,no,92,211.7,86,17.99,205.8,72,9.26,9.8,4,2.65,0,False
VT,109,415, 387-2956,no,no,99,203.9,103,17.33,297.7,91,13.4,7.6,2,2.05,3,False
IL,109,510, 347-5734,no,no,64,216.2,84,18.38,148.4,59,6.68,10.9,5,2.94,1,False
KS,39,408, 352-8833,no,no,71,344.9,108,29.32,213.6,145,9.61,12.1,2,3.27,3,False
UT,90,415, 373-2483,no,no,91,165.0,120,14.03,294.3,73,13.24,9.0,3,2.43,2,False
KY,114,408, 363-1871,no,no,91,239.6,136,20.37,235.0,64,10.58,11.5,3,3.11,2,False
MT,113,415, 369-4991,no,no,98,137.1,91,11.65,159.0,110,7.15,11.3,5,3.05,2,False
MA,19,415, 365-5778,no,yes,94,129.9,60,11.04,165.3,65,7.44,10.0,4,2.7,0,False
NJ,94,415, 419-2228,no,no,92,172.8,103,14.69,183.9,43,8.28,9.3,3,2.51,2,False
WY,69,415, 342-6200,no,no,94,236.1,124,20.07,252.7,90,11.37,7.2,2,1.94,4,False
VT,90,415, 398-9791,no,no,129,191.6,100,16.29,203.1,105,9.14,11.4,2,3.08,3,False
AL,48,408, 377-8635,no,no,60,132.0,79,11.22,185.8,85,8.36,12.3,2,3.32,2,False
DE,122,415, 354-1754,no,yes,94,154.7,91,13.15,223.1,98,10.04,9.5,3,2.57,1,False
WV,123,408, 387-5133,no,yes,108,156.9,112,13.34,236.2,114,10.63,12.0,5,3.24,1,False
IA,81,510, 367-2480,no,no,79,212.7,106,18.08,244.8,83,11.02,8.3,5,2.24,1,False
PA,43,408, 413-6203,no,no,88,274.1,145,23.3,194.6,52,8.76,8.6,6,2.32,0,False
TN,25,415, 337-3699,no,no,114,201.1,97,17.09,238.4,121,10.73,11.6,4,3.13,3,False
NH,170,415, 391-6449,no,no,82,148.2,105,12.6,231.1,75,10.4,13.3,5,3.59,1,False
KY,129,415, 335-2410,no,no,75,191.3,116,16.26,226.7,98,10.2,11.6,6,3.13,2,False
ME,82,415, 364-4535,no,yes,117,195.8,100,16.64,162.2,94,7.3,12.3,2,3.32,1,False
MN,132,510, 375-8260,no,yes,84,163.9,109,13.93,215.4,87,9.69,11.5,3,3.11,3,False
NM,42,415, 389-2130,no,no,160,234.9,107,19.97,166.6,70,7.5,14.3,3,3.86,5,True
